,Id,income,age,experience,married,house_ownership,car_ownership,profession,city,state,current_job_years,current_house_years,risk_flag
178412,178413,6325118,21,13,single,rented,no,Librarian,Burhanpur,Madhya_Pradesh,11,12,1
222442,222443,1770378,29,3,single,owned,no,Technology_specialist,Dhanbad,Jharkhand,3,10,0
149921,149922,5935317,78,15,single,rented,no,Architect,Sri_Ganganagar,Rajasthan,11,12,0
66836,66837,762473,50,0,single,rented,no,Psychologist,Burhanpur,Madhya_Pradesh,0,11,0
141077,141078,96503,40,13,single,rented,no,Flight_attendant,Shimla,Himachal_Pradesh,3,14,1
200732,200733,8745080,55,18,single,rented,yes,Librarian,Erode[17],Tamil_Nadu,4,13,0
52721,52722,1652794,67,0,single,rented,no,Analyst,Proddatur,Andhra_Pradesh,0,13,0
151237,151238,4726819,67,5,single,rented,no,Consultant,Davanagere,Karnataka,5,13,0
52419,52420,9021260,30,17,single,rented,no,Analyst,Sasaram[30],Bihar,12,13,0
96629,96630,4883818,72,16,single,rented,no,Politician,Chandigarh_city,Chandigarh,7,12,0
43743,43744,8755938,42,20,single,rented,yes,Biomedical_Engineer,Delhi_city,Delhi,14,13,0
139182,139183,4465809,25,6,single,rented,no,Architect,Amaravati,Andhra_Pradesh,4,12,0
231820,231821,5657463,32,6,single,rented,no,Chartered_Accountant,Howrah,West_Bengal,6,12,0
172552,172553,2366869,27,7,married,norent_noown,yes,Air_traffic_controller,Madanapalle,Andhra_Pradesh,7,10,0
152133,152134,3480114,40,9,single,rented,yes,Architect,Saharsa[29],Bihar,9,12,0
231265,231266,3670678,66,18,single,rented,yes,Chef,Rohtak,Haryana,14,12,1
214296,214297,5032273,53,2,single,rented,no,Computer_operator,Gandhidham,Gujarat,2,12,0
109591,109592,9089173,63,6,single,rented,yes,Chartered_Accountant,Munger,Bihar,6,12,0
18882,18883,479548,43,7,single,rented,no,Politician,Howrah,West_Bengal,3,10,0
54293,54294,6785181,32,11,single,rented,no,Drafter,Ujjain,Madhya_Pradesh,11,11,0
101275,101276,3023675,75,20,single,rented,no,Air_traffic_controller,Tumkur,Karnataka,3,13,0
206394,206395,8001918,41,5,single,rented,no,Economist,Bulandshahr,Uttar_Pradesh,5,14,0
214652,214653,1519180,59,2,single,rented,yes,Surveyor,Buxar[37],Bihar,2,10,1
72865,72866,1171428,45,11,single,rented,yes,Statistician,Agartala,Tripura,5,11,1
144440,144441,1381568,50,7,single,rented,no,Mechanical_engineer,Gorakhpur,Uttar_Pradesh,4,10,0
211189,211190,9908353,68,3,single,rented,yes,Librarian,Sikar,Rajasthan,3,13,0
48478,48479,4825413,45,18,single,rented,yes,Chemical_engineer,Srinagar,Jammu_and_Kashmir,11,14,0
78076,78077,4432896,29,14,single,rented,no,Civil_engineer,Kavali,Andhra_Pradesh,13,14,1
216595,216596,4539918,50,9,single,rented,yes,Statistician,Davanagere,Karnataka,3,11,0
159929,159930,9604465,45,12,married,rented,yes,Designer,Shimla,Himachal_Pradesh,6,12,0
214263,214264,6475126,48,14,single,rented,no,Army_officer,Bidhannagar,West_Bengal,11,12,1
29550,29551,3840944,68,14,single,rented,no,Dentist,Aligarh,Uttar_Pradesh,9,12,0
214390,214391,901466,45,15,single,rented,yes,Web_designer,Shivpuri,Madhya_Pradesh,8,13,1
56963,56964,5773747,74,19,single,rented,no,Drafter,Siwan[32],Bihar,14,13,0
136282,136283,3705729,73,4,single,rented,no,Architect,New_Delhi,Delhi,4,13,0
76078,76079,5603227,62,9,single,rented,no,Politician,Ulhasnagar,Maharashtra,4,12,0
13848,13849,8953899,75,17,single,rented,no,Computer_hardware_engineer,Jorhat,Assam,7,11,0
191933,191934,3350415,29,9,single,rented,no,Librarian,Vasai-Virar,Maharashtra,6,12,1
129638,129639,2471915,73,18,single,rented,no,Chemical_engineer,Purnia[26],Bihar,14,13,0
215327,215328,4137042,23,17,single,rented,yes,Artist,Bahraich,Uttar_Pradesh,8,12,0
16052,16053,9597503,47,13,single,rented,no,Chemical_engineer,Guwahati,Assam,7,10,1
91125,91126,7886872,62,12,single,owned,no,Psychologist,Kolkata,West_Bengal,8,11,0
28270,28271,2909502,27,18,single,rented,no,Physician,Satna,Madhya_Pradesh,4,11,1
120400,120401,9237595,53,6,single,rented,no,Librarian,Ambarnath,Maharashtra,5,11,0
110482,110483,7835117,40,3,single,rented,yes,Technical_writer,Guwahati,Assam,3,14,0
251990,251991,349066,68,4,single,rented,no,Technical_writer,Madhyamgram,West_Bengal,4,11,0
110521,110522,3135789,75,1,single,rented,yes,Surveyor,Vadodara,Gujarat,1,11,0
236776,236777,5391490,58,2,single,rented,no,Industrial_Engineer,Vadodara,Gujarat,2,13,0
18366,18367,8964066,37,6,single,rented,no,Chemical_engineer,Bihar_Sharif,Bihar,5,12,0
183843,183844,667848,58,10,single,rented,no,Comedian,Faridabad,Haryana,8,12,0
55243,55244,4887997,77,20,single,rented,no,Fashion_Designer,Madanapalle,Andhra_Pradesh,10,13,0
230374,230375,7152339,46,14,single,rented,no,Petroleum_Engineer,Firozabad,Uttar_Pradesh,9,12,1
71472,71473,9591777,40,7,single,rented,no,Geologist,Madhyamgram,West_Bengal,7,11,0
25206,25207,3935358,54,15,single,norent_noown,yes,Scientist,Kanpur,Uttar_Pradesh,5,10,0
105415,105416,7267896,65,16,single,rented,no,Artist,Bhind,Madhya_Pradesh,11,10,0
243176,243177,2404072,47,1,single,rented,yes,Secretary,Bongaigaon,Assam,1,10,1
138006,138007,7758655,79,5,single,rented,yes,Technology_specialist,Naihati,West_Bengal,5,11,0
194201,194202,8245315,30,12,single,rented,no,Magistrate,Raurkela_Industrial_Township,Odisha,4,11,0
884,885,4556669,50,2,single,rented,yes,Hotel_Manager,Khammam,Telangana,2,13,0
158937,158938,9749313,72,17,single,rented,yes,Aviator,Medininagar,Jharkhand,14,11,0
113597,113598,1328487,67,12,married,rented,no,Flight_attendant,Surendranagar_Dudhrej,Gujarat,7,10,0
82654,82655,3534563,38,0,single,rented,no,Economist,Tirupati[21][22],Andhra_Pradesh,0,14,0
91187,91188,5301496,68,10,single,rented,no,Consultant,Ratlam,Madhya_Pradesh,10,12,0
5306,5307,7048030,58,9,single,rented,no,Surgeon,Haridwar,Uttarakhand,9,12,0
169317,169318,1061632,75,6,single,rented,yes,Police_officer,Gorakhpur,Uttar_Pradesh,6,10,0
96656,96657,4391559,52,6,single,owned,no,Civil_servant,Rewa,Madhya_Pradesh,6,13,0
186488,186489,3512152,35,3,single,norent_noown,yes,Surgeon,Nagercoil,Tamil_Nadu,3,13,0
23275,23276,2869872,56,19,single,rented,no,Drafter,Dibrugarh,Assam,11,12,0
152714,152715,3926552,21,4,single,owned,no,Design_Engineer,Nashik,Maharashtra,4,12,0
107324,107325,3632655,76,18,single,rented,no,Geologist,Ulhasnagar,Maharashtra,12,10,0
231541,231542,6787239,44,20,single,rented,no,Lawyer,Jamshedpur,Jharkhand,12,14,0
83206,83207,6642798,65,16,single,rented,yes,Firefighter,Tirupati[21][22],Andhra_Pradesh,10,10,1
161823,161824,4062276,27,7,single,rented,no,Software_Developer,Jhansi,Uttar_Pradesh,7,12,0
244490,244491,8884993,55,16,married,rented,yes,Secretary,Ongole,Andhra_Pradesh,5,11,0
108999,109000,9328308,53,4,single,rented,no,Biomedical_Engineer,Alappuzha,Kerala,4,13,1
198980,198981,2150868,48,9,single,rented,no,Surgeon,Dindigul,Tamil_Nadu,6,12,0
171308,171309,757360,76,16,single,rented,no,Dentist,Hazaribagh,Jharkhand,7,10,0
100524,100525,2625246,30,19,single,rented,yes,Fashion_Designer,Proddatur,Andhra_Pradesh,7,12,0
31433,31434,2096865,23,11,single,rented,no,Drafter,Dehradun,Uttarakhand,11,12,0
89383,89384,9605093,25,7,single,rented,no,Librarian,Imphal,Manipur,7,12,0
72617,72618,9725128,54,7,single,rented,no,Mechanical_engineer,Siwan[32],Bihar,3,10,0
8905,8906,4141656,27,20,single,rented,no,Microbiologist,Hazaribagh,Jharkhand,12,14,1
92042,92043,568591,65,5,single,rented,no,Firefighter,Kanpur,Uttar_Pradesh,5,11,0
206266,206267,4005758,79,11,single,rented,yes,Civil_engineer,Pondicherry,Puducherry,7,12,0
47271,47272,6357063,50,20,single,rented,no,Microbiologist,Jalgaon,Maharashtra,12,13,0
164818,164819,2755203,64,15,single,rented,no,Aviator,Nanded,Maharashtra,11,12,0
10615,10616,2699320,27,1,single,rented,no,Police_officer,Mangalore,Karnataka,1,10,0
125950,125951,1932556,56,15,single,rented,no,Mechanical_engineer,Narasaraopet,Andhra_Pradesh,4,13,0
98789,98790,2808193,58,17,single,rented,no,Comedian,Maheshtala,West_Bengal,10,11,0
78249,78250,3486482,28,15,single,rented,yes,Industrial_Engineer,Vijayawada,Andhra_Pradesh,10,10,0
59574,59575,9999180,22,0,single,rented,no,Drafter,Bhavnagar,Gujarat,0,11,0
227580,227581,7559250,72,18,single,rented,no,Chef,Mysore[7][8][9],Karnataka,9,12,1
202341,202342,6772070,28,19,single,rented,no,Consultant,Durgapur,West_Bengal,10,13,0
14382,14383,4188349,50,4,single,rented,yes,Comedian,Solapur,Maharashtra,4,10,0
42430,42431,7548739,78,17,single,rented,yes,Analyst,Barasat,West_Bengal,9,13,0
62300,62301,7826695,47,4,single,rented,yes,Petroleum_Engineer,Jabalpur,Madhya_Pradesh,4,11,0
102341,102342,1697857,27,16,single,rented,no,Chemical_engineer,Moradabad,Uttar_Pradesh,14,10,0
208716,208717,7350053,75,12,single,rented,no,Technical_writer,Tiruppur,Tamil_Nadu,11,11,0
78655,78656,8786565,42,5,single,rented,no,Industrial_Engineer,Hindupur,Andhra_Pradesh,4,12,0
41041,41042,4298524,38,6,married,rented,yes,Surveyor,Chittoor[28],Andhra_Pradesh,4,10,0
12073,12074,9639313,38,4,single,rented,yes,Lawyer,Yamunanagar,Haryana,4,14,0
158874,158875,1662067,31,14,single,rented,yes,Technical_writer,Sirsa,Haryana,7,10,0
114887,114888,4539410,35,5,single,owned,no,Software_Developer,Parbhani,Maharashtra,5,12,0
11631,11632,702863,77,10,single,rented,no,Civil_engineer,Orai,Uttar_Pradesh,9,14,0
175385,175386,3486482,28,15,single,rented,yes,Industrial_Engineer,Vijayawada,Andhra_Pradesh,10,10,0
116844,116845,2935149,66,2,single,rented,no,Firefighter,Imphal,Manipur,2,10,0
63682,63683,6997997,23,17,single,rented,no,Chemical_engineer,Etawah,Uttar_Pradesh,5,12,0
120503,120504,8939486,35,8,single,rented,yes,Biomedical_Engineer,Durg,Chhattisgarh,8,14,0
157293,157294,6851175,23,14,single,rented,yes,Firefighter,Satara,Maharashtra,8,14,0
219643,219644,1725163,55,13,single,rented,no,Consultant,Nadiad,Gujarat,8,10,0
54034,54035,535157,50,2,married,rented,no,Engineer,Kochi,Kerala,2,10,0
107055,107056,1960736,71,14,single,rented,no,Technician,Bihar_Sharif,Bihar,5,10,0
227430,227431,351779,23,9,single,rented,yes,Artist,Barasat,West_Bengal,8,11,1
246784,246785,8489974,76,13,married,rented,no,Chartered_Accountant,Durg,Chhattisgarh,4,14,0
110035,110036,6525200,55,11,single,rented,yes,Army_officer,Karawal_Nagar,Delhi,6,14,1
139261,139262,1325345,66,8,single,rented,no,Financial_Analyst,Moradabad,Uttar_Pradesh,8,14,1
111911,111912,8986859,56,3,single,owned,yes,Web_designer,Ujjain,Madhya_Pradesh,3,14,0
30784,30785,7810957,48,5,single,rented,yes,Design_Engineer,Kollam,Kerala,5,11,0
52162,52163,4638141,59,18,married,rented,no,Chef,Bahraich,Uttar_Pradesh,3,12,0
2006,2007,749923,54,5,single,rented,no,Computer_hardware_engineer,Agartala,Tripura,5,13,0
151918,151919,3734522,47,1,single,rented,no,Surveyor,Jamalpur[36],Bihar,1,10,1
92634,92635,1006338,67,1,single,rented,yes,Engineer,Howrah,West_Bengal,1,14,0
116252,116253,8526672,32,18,single,rented,no,Financial_Analyst,Anand,Gujarat,6,14,0
140606,140607,7291839,41,1,single,rented,yes,Surgeon,Thane,Maharashtra,1,12,1
118941,118942,7462623,46,13,single,rented,no,Fashion_Designer,Kamarhati,West_Bengal,10,14,0
147962,147963,6642798,65,16,single,rented,yes,Firefighter,Tirupati[21][22],Andhra_Pradesh,10,10,0
189229,189230,7583437,74,13,single,owned,yes,Web_designer,Etawah,Uttar_Pradesh,9,13,0
208451,208452,3498172,72,1,single,rented,no,Aviator,Tiruchirappalli[10],Tamil_Nadu,1,11,0
167999,168000,166480,36,8,single,rented,yes,Police_officer,Visakhapatnam[4],Andhra_Pradesh,8,11,0
110729,110730,2386962,43,1,single,owned,no,Surgeon,Kavali,Andhra_Pradesh,1,14,0
43717,43718,5663627,29,0,married,rented,yes,Chef,Guna,Madhya_Pradesh,0,14,1
216441,216442,96843,67,16,single,rented,yes,Chartered_Accountant,Panihati,West_Bengal,13,13,0
13603,13604,2813026,68,17,single,rented,yes,Analyst,Guntakal,Andhra_Pradesh,5,14,0
89139,89140,4783607,67,19,single,rented,no,Consultant,Howrah,West_Bengal,7,13,1
102976,102977,7497401,79,15,single,rented,yes,Comedian,Anand,Gujarat,4,10,0
160413,160414,3417203,53,15,single,rented,no,Statistician,Shahjahanpur,Uttar_Pradesh,5,13,0
71381,71382,7600748,59,13,single,rented,yes,Software_Developer,Avadi,Tamil_Nadu,5,10,0
87713,87714,1591082,66,3,single,rented,no,Police_officer,Nandyal,Andhra_Pradesh,3,11,1
42980,42981,1051358,43,14,single,rented,no,Computer_hardware_engineer,Indore,Madhya_Pradesh,7,10,0
173080,173081,6785181,32,11,single,rented,no,Drafter,Ujjain,Madhya_Pradesh,11,11,1
21930,21931,4273001,62,14,single,norent_noown,yes,Politician,Darbhanga,Bihar,14,14,0
101565,101566,2568817,78,5,single,owned,yes,Chemical_engineer,Satna,Madhya_Pradesh,5,14,0
39929,39930,5765117,43,7,single,rented,no,Police_officer,Jamalpur[36],Bihar,7,11,0
232220,232221,4371312,38,7,single,rented,no,Surgeon,Karimnagar,Telangana,7,12,0
154077,154078,5384499,44,2,married,owned,yes,Librarian,Suryapet,Telangana,2,13,0
155955,155956,1461789,69,13,single,norent_noown,no,Scientist,Chapra,Bihar,13,14,0
10554,10555,1926471,69,18,single,rented,no,Industrial_Engineer,Medininagar,Jharkhand,4,13,0
9293,9294,9500698,27,8,single,rented,no,Computer_hardware_engineer,Ramagundam[27],Telangana,8,14,0
21187,21188,4175765,79,3,single,rented,no,Physician,Mysore[7][8][9],Karnataka,3,13,1
43704,43705,294610,49,16,single,rented,no,Computer_hardware_engineer,Yamunanagar,Haryana,6,13,0
191041,191042,605878,51,5,single,rented,no,Technical_writer,Ranchi,Jharkhand,4,11,0
78134,78135,6772070,28,19,single,rented,no,Consultant,Durgapur,West_Bengal,10,13,0
198715,198716,4031882,35,4,single,rented,yes,Statistician,Nellore[14][15],Andhra_Pradesh,4,10,0
34031,34032,9685181,61,19,single,rented,yes,Artist,Amroha,Uttar_Pradesh,3,11,0
241691,241692,4765750,64,14,single,norent_noown,no,Lawyer,Miryalaguda,Telangana,5,13,0
167363,167364,3208322,55,18,single,rented,no,Air_traffic_controller,Kottayam,Kerala,8,12,0
206290,206291,7101109,34,0,single,rented,no,Dentist,South_Dumdum,West_Bengal,0,10,0
50376,50377,2584624,31,14,single,rented,no,Biomedical_Engineer,Kota[6],Rajasthan,8,12,0
162331,162332,5492355,28,2,single,rented,yes,Hotel_Manager,Suryapet,Telangana,2,11,0
104352,104353,2967027,54,11,single,rented,no,Dentist,Morena,Madhya_Pradesh,11,13,0
70639,70640,7962325,61,17,single,rented,no,Surveyor,Bhopal,Madhya_Pradesh,12,12,0
65159,65160,7497401,79,15,single,rented,yes,Comedian,Anand,Gujarat,4,10,0
187180,187181,7829826,58,6,single,rented,yes,Web_designer,Karimnagar,Telangana,6,11,0
151033,151034,4094969,61,13,single,rented,no,Physician,Rajkot,Gujarat,4,11,1
180714,180715,1752237,79,4,single,rented,no,Mechanical_engineer,Mahbubnagar,Telangana,4,11,0
210838,210839,3465071,66,10,single,rented,no,Designer,Aurangabad[39],Bihar,8,11,0
157113,157114,4143099,21,3,single,rented,no,Technology_specialist,Visakhapatnam[4],Andhra_Pradesh,3,11,0
127163,127164,3424035,24,2,single,rented,no,Statistician,Malda,West_Bengal,2,14,1
73776,73777,7537350,52,12,single,rented,yes,Software_Developer,Karawal_Nagar,Delhi,11,13,0
2656,2657,1092385,55,4,single,owned,no,Air_traffic_controller,Salem,Tamil_Nadu,4,12,0
113420,113421,3540135,78,4,single,rented,no,Biomedical_Engineer,Howrah,West_Bengal,4,11,0
62860,62861,3227716,71,10,single,rented,yes,Analyst,Kochi,Kerala,10,13,0
185100,185101,8196418,61,15,single,owned,yes,Lawyer,Rajpur_Sonarpur,West_Bengal,5,12,0
180327,180328,9417795,46,8,single,owned,no,Technology_specialist,Akola,Maharashtra,8,11,0
75668,75669,6097344,27,16,single,rented,yes,Statistician,Kottayam,Kerala,10,14,0
189885,189886,1356494,68,5,single,rented,no,Politician,Madhyamgram,West_Bengal,5,12,0
218434,218435,8866746,32,18,single,rented,no,Mechanical_engineer,Imphal,Manipur,10,12,0
37551,37552,924200,69,2,single,rented,no,Industrial_Engineer,Karaikudi,Tamil_Nadu,2,10,0
238603,238604,8452212,51,5,single,rented,yes,Dentist,Jabalpur,Madhya_Pradesh,5,13,0
113686,113687,9510775,48,3,single,rented,no,Petroleum_Engineer,Jehanabad[38],Bihar,3,14,0
248970,248971,1244707,28,6,married,rented,no,Artist,Junagadh,Gujarat,3,14,0
169204,169205,6302112,58,18,single,rented,no,Analyst,Dibrugarh,Assam,7,11,0
37164,37165,2838553,44,1,married,rented,no,Aviator,Chandrapur,Maharashtra,1,13,0
205571,205572,8262466,46,4,single,rented,no,Chemical_engineer,Phagwara,Punjab,4,13,0
151221,151222,7527288,24,10,single,rented,no,Biomedical_Engineer,Muzaffarpur,Bihar,5,11,0
246843,246844,1205008,21,1,single,rented,yes,Dentist,Silchar,Assam,1,11,0
181468,181469,9791163,54,18,single,rented,yes,Industrial_Engineer,Kollam,Kerala,11,14,0
148431,148432,6979169,60,20,single,rented,no,Firefighter,Sikar,Rajasthan,4,11,0
105263,105264,7055950,79,9,single,rented,yes,Mechanical_engineer,Barasat,West_Bengal,9,12,0
65703,65704,6922312,40,19,single,rented,yes,Financial_Analyst,Sri_Ganganagar,Rajasthan,14,13,0
74633,74634,9035152,56,10,single,rented,no,Air_traffic_controller,Kulti,West_Bengal,10,14,0
51444,51445,9099898,63,13,single,rented,yes,Economist,Fatehpur,Uttar_Pradesh,11,13,0
17108,17109,8306987,66,0,single,rented,no,Statistician,Thane,Maharashtra,0,12,0
209657,209658,5278563,52,8,single,rented,no,Civil_servant,Pimpri-Chinchwad,Maharashtra,5,10,0
247197,247198,350199,62,0,single,rented,no,Statistician,Vellore,Tamil_Nadu,0,12,0
104495,104496,1079145,66,16,single,rented,yes,Engineer,Kolhapur,Maharashtra,9,13,0
39987,39988,9991569,45,1,married,rented,no,Official,Raurkela_Industrial_Township,Odisha,1,10,0
209188,209189,954408,28,8,single,rented,yes,Civil_engineer,Proddatur,Andhra_Pradesh,8,13,0
30181,30182,5920246,75,13,single,rented,yes,Technology_specialist,Bathinda,Punjab,13,13,0
72053,72054,7768728,48,2,single,rented,no,Design_Engineer,Barasat,West_Bengal,2,12,0
75258,75259,8658161,79,13,single,rented,no,Politician,Ozhukarai,Puducherry,13,10,1
193563,193564,5495848,74,19,single,rented,no,Hotel_Manager,Hospet,Karnataka,13,13,0
179837,179838,9680806,74,2,single,rented,no,Economist,Srinagar,Jammu_and_Kashmir,2,14,0
5787,5788,8500708,28,3,single,rented,no,Statistician,Belgaum,Karnataka,3,12,0
206637,206638,6207088,35,16,single,rented,no,Economist,Arrah,Bihar,13,13,1
190368,190369,6828373,69,13,single,rented,yes,Statistician,Amaravati,Andhra_Pradesh,3,13,0
150970,150971,6802026,69,7,single,rented,yes,Graphic_Designer,Karawal_Nagar,Delhi,7,10,0
159806,159807,9775983,65,6,single,rented,no,Biomedical_Engineer,Ranchi,Jharkhand,6,12,0
129404,129405,2177728,29,7,married,rented,yes,Dentist,Thane,Maharashtra,7,14,0
132818,132819,4812262,62,3,single,owned,no,Lawyer,Karimnagar,Telangana,3,13,0
148976,148977,6003357,48,9,single,rented,no,Artist,Etawah,Uttar_Pradesh,9,11,0
3179,3180,2984988,70,7,single,rented,yes,Web_designer,Bijapur,Karnataka,7,13,0
160238,160239,3972267,27,10,married,rented,no,Architect,Firozabad,Uttar_Pradesh,7,11,0
139358,139359,9662707,31,2,single,rented,no,Air_traffic_controller,Aurangabad[39],Bihar,2,13,1
142932,142933,8018101,63,9,single,rented,yes,Air_traffic_controller,Gulbarga,Karnataka,9,13,0
119932,119933,9806306,78,15,single,rented,yes,Mechanical_engineer,Jalgaon,Maharashtra,4,12,0
48916,48917,8944435,51,2,single,rented,no,Mechanical_engineer,Belgaum,Karnataka,2,11,0
1568,1569,9361261,38,6,single,rented,no,Engineer,Tirupati[21][22],Andhra_Pradesh,6,14,0
188146,188147,6495012,30,10,single,rented,no,Firefighter,Raebareli,Uttar_Pradesh,10,12,0
215478,215479,7213058,50,12,single,rented,no,Army_officer,Amravati,Maharashtra,4,12,0
218321,218322,9806045,56,12,single,rented,no,Architect,Nangloi_Jat,Delhi,6,13,1
181383,181384,1917641,48,3,single,rented,yes,Drafter,Sri_Ganganagar,Rajasthan,3,14,0
113306,113307,2013414,55,13,single,rented,yes,Chef,Jaipur,Rajasthan,11,14,0
105567,105568,8386323,22,14,single,rented,yes,Surgeon,Katni,Madhya_Pradesh,12,10,0
171785,171786,3181072,57,12,single,rented,yes,Analyst,Howrah,West_Bengal,10,12,0
219738,219739,2925110,21,13,married,rented,no,Comedian,Siliguri,West_Bengal,7,12,0
104392,104393,2241295,53,17,single,rented,no,Physician,Deoghar,Jharkhand,5,12,0
118908,118909,46750,33,13,single,rented,yes,Chef,Morbi,Gujarat,10,11,1
205105,205106,8223223,23,2,single,rented,no,Air_traffic_controller,Mango,Jharkhand,2,10,0
223642,223643,5054159,24,13,single,rented,no,Psychologist,Proddatur,Andhra_Pradesh,5,14,0
17730,17731,2662346,27,17,single,rented,no,Engineer,Aurangabad,Maharashtra,8,11,0
